1, 78, 19
1, 84, 5
1, 8, 8
2, 58, 13
2, 79, 15
2, 18, 6
3, 43, 3
3, 96, 10
3, 22, 5
3, 34, 10
4, 74, 4
4, 13, 2
4, 34, 13
4, 67, 14
5, 91, 16
5, 83, 8
6, 16, 15
7, 26, 5
7, 100, 10
7, 96, 14
7, 44, 18
8, 57, 11
8, 60, 16
8, 27, 16
9, 38, 7
9, 85, 17
9, 75, 18
9, 25, 4
9, 47, 9
9, 78, 4
10, 14, 13
10, 59, 8
11, 43, 13
12, 91, 11
12, 21, 14
13, 82, 3
13, 40, 7
13, 29, 8
14, 54, 18
14, 35, 17
14, 34, 13
15, 92, 3
15, 77, 13
15, 45, 14
16, 83, 3
16, 17, 8
16, 80, 18
16, 18, 9
17, 84, 10
17, 34, 6
18, 90, 17
18, 35, 15
18, 38, 20
18, 99, 4
19, 82, 4
20, 77, 6
20, 85, 7
20, 64, 12
22, 55, 15
22, 87, 8
22, 100, 9
22, 67, 12
22, 40, 4
23, 66, 11
23, 36, 1
24, 52, 12
24, 51, 3
25, 47, 1
25, 59, 9
25, 77, 19
26, 96, 16
26, 28, 8
26, 69, 8
26, 42, 4
26, 46, 12
26, 63, 14
27, 64, 8
27, 61, 13
27, 57, 14
29, 76, 13
29, 74, 17
29, 80, 16
29, 50, 15
30, 93, 9
31, 54, 8
32, 39, 7
33, 73, 16
33, 65, 9
34, 58, 5
35, 84, 19
35, 75, 5
35, 81, 16
35, 36, 13
35, 42, 18
35, 89, 2
36, 49, 11
37, 88, 6
38, 61, 19
38, 41, 12
38, 72, 11
39, 68, 4
39, 95, 19
40, 46, 20
41, 69, 18
41, 61, 6
41, 59, 18
41, 88, 12
41, 75, 10
42, 48, 4
42, 79, 2
42, 62, 2
42, 59, 1
42, 78, 3
43, 65, 18
43, 96, 14
44, 58, 17
45, 61, 18
45, 96, 20
45, 85, 5
45, 100, 11
46, 52, 10
46, 48, 5
47, 72, 16
48, 53, 3
49, 52, 18
50, 94, 7
50, 99, 7
50, 58, 9
51, 59, 19
51, 55, 6
51, 73, 9
52, 71, 13
53, 91, 8
53, 67, 19
54, 85, 7
56, 78, 2
56, 87, 12
57, 97, 7
57, 92, 5
58, 70, 1
58, 71, 18
58, 69, 2
59, 82, 19
60, 100, 8
61, 85, 1
63, 73, 19
63, 88, 14
64, 71, 5
64, 86, 13
65, 66, 7
67, 98, 20
67, 81, 20
68, 75, 3
70, 98, 5
70, 74, 3
70, 94, 19
71, 74, 5
71, 94, 19
71, 85, 16
73, 85, 3
73, 83, 19
74, 78, 10
74, 77, 14
76, 92, 7
78, 97, 20
78, 94, 7
79, 98, 1
79, 92, 18
84, 87, 3
85, 87, 15
