1, 24, 9
1, 16, 13
1, 2, 11
1, 38, 12
2, 47, 2
2, 55, 13
2, 49, 2
3, 52, 10
3, 14, 12
3, 47, 5
3, 83, 20
4, 51, 14
4, 92, 6
4, 14, 18
4, 36, 2
4, 6, 12
5, 35, 4
6, 20, 14
6, 10, 9
7, 13, 10
7, 50, 2
7, 66, 4
7, 15, 3
7, 89, 19
8, 21, 5
8, 86, 18
8, 96, 15
8, 76, 1
9, 65, 13
9, 47, 4
9, 11, 14
9, 84, 12
9, 24, 8
10, 37, 8
10, 66, 17
11, 65, 4
11, 16, 14
11, 31, 11
11, 22, 10
12, 64, 14
13, 46, 8
13, 94, 5
14, 56, 14
15, 92, 3
15, 41, 2
15, 71, 14
15, 70, 5
17, 93, 5
17, 67, 10
18, 33, 2
18, 36, 16
18, 68, 6
18, 54, 3
18, 81, 16
19, 60, 18
19, 29, 10
20, 97, 7
20, 46, 1
21, 75, 2
21, 26, 7
22, 85, 8
23, 91, 16
23, 55, 5
24, 98, 20
24, 100, 19
24, 38, 20
24, 48, 5
24, 72, 14
24, 53, 3
25, 55, 14
25, 58, 19
26, 64, 19
26, 53, 20
26, 33, 14
26, 80, 11
26, 60, 12
26, 41, 7
27, 60, 6
27, 29, 20
27, 57, 10
28, 57, 18
28, 66, 4
28, 54, 12
28, 63, 16
28, 61, 7
28, 49, 10
28, 88, 7
29, 47, 18
29, 44, 13
30, 42, 13
30, 61, 2
30, 91, 9
31, 66, 6
31, 71, 5
31, 82, 12
31, 35, 14
32, 80, 18
32, 53, 3
33, 80, 9
33, 44, 5
34, 99, 7
35, 79, 2
35, 47, 4
35, 66, 4
36, 71, 12
36, 64, 1
36, 56, 6
36, 98, 9
37, 96, 14
38, 41, 15
38, 79, 6
38, 74, 11
38, 88, 1
39, 70, 11
40, 61, 7
40, 73, 2
41, 59, 12
41, 95, 19
41, 82, 5
43, 65, 20
43, 75, 10
44, 85, 14
44, 53, 17
45, 82, 12
45, 64, 13
45, 87, 5
46, 88, 17
46, 76, 6
47, 69, 6
48, 58, 4
49, 53, 18
49, 54, 7
50, 72, 18
50, 89, 10
53, 63, 13
56, 96, 19
58, 77, 18
58, 68, 18
58, 89, 7
58, 82, 17
59, 97, 12
60, 77, 14
61, 72, 13
61, 62, 16
62, 65, 4
65, 89, 13
65, 77, 16
66, 79, 14
66, 80, 20
66, 72, 3
66, 88, 12
67, 81, 1
70, 96, 2
71, 73, 8
73, 90, 10
73, 78, 18
76, 84, 12
76, 90, 2
77, 97, 3
78, 95, 17
78, 84, 17
79, 80, 17
80, 95, 13
80, 93, 1
80, 100, 7
80, 83, 4
81, 86, 19
85, 94, 14
90, 100, 20
94, 95, 13
