1, 2, 20
1, 9, 14
2, 46, 7
2, 45, 14
2, 29, 16
2, 24, 6
2, 4, 6
3, 41, 6
3, 22, 4
3, 12, 15
4, 32, 17
5, 41, 11
5, 42, 8
6, 43, 19
6, 18, 9
7, 39, 19
7, 35, 2
7, 40, 11
7, 12, 3
7, 44, 5
8, 28, 14
8, 13, 3
9, 19, 13
10, 38, 7
10, 19, 12
10, 14, 6
11, 28, 19
12, 45, 16
12, 47, 2
12, 17, 14
12, 40, 4
12, 39, 5
13, 48, 5
14, 17, 2
15, 16, 2
15, 26, 16
16, 46, 9
17, 43, 2
17, 41, 8
17, 32, 13
17, 37, 18
18, 42, 9
19, 22, 2
20, 21, 8
20, 35, 6
20, 28, 17
22, 42, 11
22, 47, 17
23, 49, 1
23, 24, 4
24, 28, 10
24, 39, 20
24, 32, 6
25, 31, 7
26, 50, 2
26, 28, 4
27, 37, 16
29, 43, 6
30, 38, 17
31, 50, 8
33, 35, 15
34, 39, 12
35, 41, 3
35, 39, 7
35, 36, 15
