1, 18, 11
1, 25, 4
1, 24, 8
1, 41, 3
1, 5, 2
1, 3, 4
2, 42, 12
2, 46, 17
3, 14, 18
3, 32, 14
3, 46, 9
3, 42, 14
4, 22, 2
4, 31, 17
5, 49, 13
5, 21, 2
5, 14, 16
5, 22, 7
6, 29, 16
6, 33, 3
6, 37, 9
6, 18, 16
6, 8, 17
7, 36, 6
9, 31, 11
10, 48, 17
10, 23, 2
11, 30, 14
11, 41, 6
12, 17, 14
12, 14, 4
12, 28, 11
13, 34, 17
14, 20, 2
15, 42, 7
16, 23, 12
16, 45, 10
18, 43, 2
18, 25, 10
19, 37, 9
20, 27, 16
21, 43, 13
22, 24, 19
24, 47, 15
24, 39, 12
25, 50, 20
25, 28, 7
25, 43, 9
26, 33, 18
29, 46, 17
29, 37, 6
29, 47, 11
30, 44, 4
30, 49, 3
30, 38, 18
31, 47, 5
34, 49, 15
35, 48, 17
36, 41, 2
36, 39, 11
37, 43, 17
39, 49, 7
40, 46, 17
40, 41, 16
45, 49, 14
