1, 24, 15
1, 67, 9
1, 95, 13
2, 40, 1
2, 42, 1
3, 13, 1
3, 42, 4
3, 85, 2
3, 62, 17
4, 84, 13
5, 71, 11
5, 6, 15
5, 73, 9
5, 97, 16
6, 29, 9
6, 36, 19
7, 64, 17
7, 46, 11
8, 79, 3
9, 27, 11
9, 21, 13
9, 49, 2
10, 75, 1
10, 54, 12
10, 84, 15
11, 62, 2
11, 12, 4
11, 50, 11
11, 70, 19
11, 49, 14
12, 28, 20
12, 62, 4
12, 29, 2
13, 22, 10
13, 56, 19
13, 78, 16
14, 56, 2
15, 67, 2
15, 36, 14
15, 41, 2
15, 46, 13
15, 71, 16
15, 27, 3
16, 93, 8
16, 52, 7
16, 69, 7
16, 68, 5
16, 94, 5
16, 56, 9
16, 64, 15
17, 71, 16
17, 68, 14
18, 22, 15
18, 100, 19
19, 39, 13
19, 75, 20
19, 23, 16
20, 99, 16
20, 37, 17
21, 78, 8
21, 76, 18
22, 66, 19
22, 27, 5
22, 58, 17
22, 73, 13
23, 60, 3
24, 65, 16
24, 67, 14
24, 43, 6
25, 98, 1
25, 55, 5
25, 53, 14
25, 69, 12
26, 96, 5
26, 44, 15
26, 68, 3
26, 66, 15
27, 69, 12
27, 35, 14
27, 79, 6
28, 97, 13
28, 60, 17
28, 44, 1
29, 68, 4
29, 99, 2
30, 50, 13
30, 62, 7
30, 65, 8
30, 96, 11
31, 70, 15
31, 83, 7
32, 39, 6
32, 73, 18
33, 86, 8
33, 53, 13
34, 79, 2
34, 100, 4
34, 72, 18
34, 35, 9
36, 57, 7
37, 90, 2
37, 87, 1
37, 48, 15
37, 56, 6
38, 74, 14
39, 77, 19
39, 49, 20
41, 77, 2
42, 96, 4
43, 71, 13
43, 56, 20
44, 63, 13
44, 55, 4
45, 90, 13
45, 86, 8
45, 92, 13
46, 78, 10
46, 99, 10
47, 96, 8
47, 49, 14
48, 71, 12
48, 87, 4
49, 95, 12
49, 75, 19
49, 54, 7
49, 79, 1
49, 59, 16
51, 86, 4
51, 94, 7
51, 62, 5
51, 81, 19
53, 55, 11
55, 90, 1
56, 86, 12
56, 68, 13
57, 86, 14
57, 97, 14
58, 61, 16
59, 94, 9
59, 92, 16
60, 71, 18
61, 70, 3
62, 64, 9
62, 89, 1
62, 70, 7
62, 94, 10
64, 66, 12
64, 88, 4
66, 83, 4
66, 82, 7
67, 92, 17
68, 87, 20
71, 74, 11
72, 77, 6
73, 81, 7
73, 93, 14
73, 75, 15
74, 97, 12
76, 92, 16
78, 88, 12
79, 98, 5
80, 93, 18
81, 92, 2
82, 88, 14
83, 98, 5
83, 84, 15
84, 100, 19
88, 90, 2
89, 100, 20
91, 92, 16
