1, 14, 11
1, 70, 9
1, 20, 4
1, 77, 19
2, 38, 12
3, 37, 15
3, 10, 1
3, 90, 6
3, 77, 4
3, 99, 15
3, 25, 6
3, 74, 12
4, 28, 6
5, 61, 8
6, 26, 10
6, 50, 8
6, 39, 11
6, 71, 14
7, 80, 7
7, 78, 20
8, 95, 18
8, 82, 4
8, 30, 2
9, 66, 1
9, 84, 12
9, 36, 2
9, 100, 13
9, 44, 8
10, 97, 4
10, 95, 3
10, 89, 8
10, 15, 8
10, 68, 1
11, 28, 3
11, 14, 14
12, 57, 4
12, 55, 20
12, 13, 9
12, 69, 18
13, 62, 3
13, 14, 20
13, 50, 15
13, 42, 4
14, 96, 1
14, 94, 20
15, 93, 15
15, 51, 3
15, 85, 15
16, 47, 4
17, 78, 2
17, 42, 8
17, 46, 8
18, 20, 9
19, 84, 12
19, 53, 5
20, 51, 17
20, 43, 12
20, 60, 8
20, 29, 15
21, 96, 5
21, 97, 2
21, 91, 16
22, 65, 12
22, 68, 6
23, 33, 13
23, 41, 16
24, 94, 12
25, 70, 17
25, 26, 8
26, 42, 13
27, 59, 19
27, 38, 11
27, 66, 9
28, 51, 16
29, 41, 6
29, 85, 10
29, 88, 2
30, 44, 7
31, 93, 10
32, 36, 13
33, 95, 5
33, 63, 13
33, 58, 12
34, 49, 12
34, 73, 8
35, 60, 16
35, 61, 7
35, 42, 16
35, 58, 9
35, 99, 7
35, 45, 16
35, 62, 8
35, 64, 5
36, 77, 9
36, 93, 17
36, 60, 20
37, 48, 5
37, 51, 19
37, 57, 8
37, 89, 8
38, 49, 18
38, 86, 1
39, 85, 12
40, 86, 3
40, 42, 6
40, 65, 16
41, 90, 4
41, 89, 5
41, 79, 14
41, 51, 12
42, 90, 3
43, 70, 11
44, 75, 14
44, 97, 13
44, 94, 14
45, 73, 12
45, 64, 3
46, 75, 19
46, 97, 16
47, 59, 13
48, 81, 14
49, 59, 18
50, 65, 17
50, 84, 7
51, 62, 13
51, 63, 10
52, 92, 4
52, 69, 10
52, 82, 9
53, 94, 15
53, 82, 16
54, 97, 15
54, 83, 2
54, 89, 14
55, 84, 12
55, 81, 11
56, 94, 3
57, 89, 18
57, 91, 5
58, 96, 20
60, 72, 1
60, 91, 18
61, 63, 3
62, 91, 8
64, 90, 20
65, 79, 7
65, 71, 2
66, 97, 11
67, 80, 20
68, 84, 20
68, 76, 19
69, 80, 1
69, 94, 15
72, 99, 19
72, 100, 12
72, 96, 6
73, 82, 4
74, 81, 3
75, 78, 18
76, 97, 14
78, 97, 6
80, 94, 13
84, 92, 15
85, 91, 16
85, 99, 1
86, 87, 4
90, 93, 2
90, 98, 14
91, 94, 16
93, 94, 15
