1, 44, 13
1, 72, 8
1, 14, 20
2, 30, 9
2, 76, 19
2, 88, 1
2, 51, 11
3, 67, 14
3, 33, 13
4, 37, 5
4, 20, 7
5, 31, 16
6, 10, 8
7, 67, 10
7, 10, 4
8, 33, 19
8, 32, 8
8, 16, 18
8, 10, 6
9, 92, 2
9, 91, 11
9, 71, 9
9, 48, 19
9, 67, 6
9, 51, 3
10, 38, 19
10, 68, 6
11, 54, 12
12, 89, 13
12, 93, 1
13, 65, 13
13, 27, 3
14, 86, 8
14, 33, 17
14, 31, 3
15, 37, 10
17, 42, 16
17, 33, 1
17, 64, 13
17, 94, 15
17, 31, 11
18, 83, 13
19, 66, 16
19, 26, 4
21, 52, 15
21, 31, 15
21, 57, 5
22, 28, 13
22, 87, 4
22, 67, 13
22, 76, 9
22, 44, 4
23, 90, 17
23, 43, 7
24, 69, 19
24, 80, 8
24, 53, 2
24, 77, 1
25, 29, 18
25, 64, 13
25, 99, 6
26, 59, 15
26, 82, 10
26, 62, 14
26, 93, 19
26, 88, 18
27, 80, 18
27, 67, 10
27, 75, 12
27, 70, 20
28, 55, 17
28, 70, 1
28, 42, 5
28, 50, 5
28, 54, 13
30, 32, 10
30, 51, 15
30, 93, 6
31, 76, 19
31, 36, 3
32, 40, 13
33, 69, 1
33, 96, 18
33, 87, 20
33, 72, 19
33, 94, 11
33, 35, 7
34, 42, 3
35, 97, 13
35, 74, 9
35, 86, 20
35, 88, 8
36, 49, 4
36, 66, 15
36, 90, 5
37, 93, 14
37, 74, 14
38, 57, 17
38, 100, 6
39, 41, 13
40, 68, 13
40, 88, 3
40, 98, 2
40, 93, 3
41, 51, 16
41, 72, 4
42, 52, 4
42, 54, 19
43, 84, 7
43, 44, 8
43, 88, 19
43, 95, 18
44, 88, 3
45, 55, 17
45, 95, 11
45, 70, 5
45, 68, 14
45, 89, 10
45, 62, 3
46, 61, 20
46, 82, 18
47, 51, 19
48, 88, 2
48, 51, 19
49, 81, 8
50, 55, 2
50, 59, 9
50, 51, 17
52, 86, 7
52, 92, 4
53, 74, 8
54, 61, 6
55, 82, 13
56, 66, 20
56, 58, 15
57, 92, 17
57, 74, 7
57, 60, 9
57, 99, 6
59, 78, 16
59, 66, 9
59, 72, 18
61, 67, 6
62, 75, 1
62, 65, 15
63, 66, 17
65, 80, 20
65, 95, 17
66, 98, 20
67, 73, 17
68, 81, 15
68, 87, 3
69, 82, 3
70, 97, 9
72, 94, 7
73, 79, 4
73, 95, 7
74, 83, 7
76, 85, 8
77, 93, 18
80, 82, 3
82, 95, 8
83, 92, 9
84, 85, 13
85, 94, 6
86, 90, 17
86, 94, 6
86, 93, 9
93, 94, 19
93, 97, 12
