1, 70, 15
1, 46, 4
1, 24, 12
2, 10, 18
2, 29, 16
2, 12, 5
3, 23, 12
3, 89, 19
3, 65, 8
3, 71, 6
3, 25, 7
3, 93, 11
4, 76, 4
5, 82, 11
5, 44, 4
5, 54, 18
6, 91, 5
7, 89, 8
7, 27, 12
7, 58, 11
8, 31, 14
8, 94, 4
8, 79, 19
9, 73, 19
9, 89, 8
9, 72, 19
9, 78, 4
10, 53, 19
10, 80, 8
11, 45, 18
11, 66, 1
11, 90, 2
12, 58, 2
12, 46, 4
13, 87, 4
13, 21, 8
14, 53, 12
14, 73, 4
15, 67, 15
15, 18, 20
16, 54, 16
16, 30, 6
16, 65, 16
17, 18, 7
17, 59, 14
17, 58, 8
17, 72, 9
17, 54, 8
17, 92, 2
18, 62, 20
18, 94, 13
18, 85, 3
18, 63, 9
18, 41, 20
18, 72, 8
19, 76, 10
19, 89, 10
19, 26, 20
19, 43, 19
20, 58, 6
20, 30, 6
22, 33, 2
22, 94, 7
22, 24, 20
23, 99, 1
23, 58, 20
23, 94, 19
23, 67, 17
24, 48, 16
24, 54, 15
24, 58, 3
24, 37, 18
25, 32, 15
25, 40, 6
26, 84, 17
27, 70, 2
28, 85, 20
28, 92, 4
28, 48, 5
28, 76, 7
28, 89, 19
28, 98, 10
29, 78, 5
30, 46, 16
30, 88, 11
30, 73, 14
33, 42, 6
33, 95, 14
33, 100, 16
33, 60, 11
34, 52, 6
34, 96, 16
34, 56, 1
35, 36, 14
35, 48, 14
35, 95, 13
36, 99, 1
36, 45, 18
36, 95, 20
36, 48, 15
37, 75, 11
38, 90, 12
38, 84, 20
39, 45, 15
39, 43, 10
41, 44, 17
44, 91, 10
44, 48, 16
44, 68, 9
45, 92, 9
45, 98, 14
46, 84, 5
46, 85, 20
46, 59, 4
47, 53, 15
47, 71, 11
47, 60, 7
48, 65, 19
49, 75, 4
49, 50, 9
49, 77, 12
50, 55, 9
50, 94, 15
50, 82, 4
51, 93, 17
52, 57, 10
52, 92, 17
53, 95, 16
54, 78, 20
54, 96, 8
56, 85, 16
58, 69, 16
58, 75, 17
58, 76, 3
59, 66, 6
59, 83, 3
60, 71, 5
61, 99, 16
62, 83, 7
62, 91, 20
62, 97, 15
62, 68, 13
63, 81, 6
64, 86, 4
65, 89, 9
65, 74, 17
66, 97, 16
67, 86, 14
68, 80, 20
68, 74, 5
68, 77, 19
69, 96, 10
71, 75, 1
71, 91, 2
72, 78, 14
72, 80, 13
73, 91, 7
74, 93, 18
76, 95, 9
76, 81, 18
77, 98, 11
78, 84, 14
78, 86, 19
81, 85, 5
81, 98, 10
81, 87, 9
85, 87, 7
87, 92, 18
92, 93, 13
93, 96, 15
