1, 10, 12
1, 17, 18
2, 50, 12
2, 21, 19
3, 23, 5
3, 49, 1
4, 26, 18
4, 30, 18
5, 17, 3
6, 29, 5
6, 33, 14
6, 7, 11
7, 34, 20
8, 34, 16
8, 22, 17
8, 20, 9
9, 12, 10
9, 34, 9
10, 49, 20
10, 11, 1
10, 45, 9
11, 38, 18
13, 38, 5
14, 16, 2
14, 19, 18
14, 30, 5
15, 43, 1
15, 17, 6
15, 26, 12
16, 18, 16
16, 33, 4
17, 25, 2
17, 21, 13
17, 34, 10
19, 36, 20
19, 49, 10
19, 28, 19
20, 24, 9
23, 29, 6
24, 34, 12
24, 48, 10
25, 46, 4
25, 48, 6
26, 46, 20
26, 37, 5
26, 29, 11
27, 36, 13
27, 50, 6
27, 35, 7
28, 32, 5
29, 32, 14
30, 33, 15
31, 43, 8
32, 40, 6
35, 37, 5
35, 49, 13
35, 46, 16
36, 44, 18
36, 48, 20
37, 39, 16
38, 42, 1
40, 41, 15
43, 46, 1
44, 46, 4
47, 49, 7
