1, 11, 17
1, 82, 13
1, 73, 11
1, 17, 6
1, 85, 7
2, 31, 13
3, 70, 14
3, 19, 18
3, 78, 6
4, 99, 18
4, 88, 8
5, 40, 5
5, 89, 15
6, 53, 18
6, 25, 8
7, 91, 14
7, 25, 14
7, 74, 11
7, 56, 9
8, 47, 17
8, 87, 2
8, 27, 13
9, 39, 11
9, 95, 6
10, 69, 19
10, 67, 6
11, 23, 7
12, 19, 12
12, 37, 16
12, 41, 8
12, 84, 5
12, 71, 10
13, 91, 8
13, 50, 2
14, 37, 6
14, 48, 6
14, 46, 20
15, 41, 15
15, 68, 17
15, 48, 17
15, 56, 4
15, 89, 1
16, 71, 1
16, 45, 9
17, 28, 19
17, 79, 1
17, 35, 19
18, 59, 16
18, 24, 20
18, 98, 13
18, 31, 13
19, 39, 1
19, 51, 10
19, 86, 4
20, 36, 9
21, 35, 7
21, 72, 9
22, 24, 19
22, 39, 5
22, 54, 20
23, 76, 9
24, 63, 14
25, 61, 12
25, 59, 5
26, 68, 8
26, 48, 20
26, 57, 3
26, 51, 16
26, 81, 8
27, 35, 6
27, 52, 9
28, 100, 15
29, 43, 14
29, 100, 4
29, 41, 18
30, 32, 2
30, 68, 13
31, 75, 11
32, 82, 2
33, 60, 12
33, 70, 3
34, 44, 19
34, 52, 13
34, 97, 3
35, 65, 7
35, 41, 7
37, 80, 4
37, 100, 4
38, 70, 8
38, 67, 16
38, 86, 2
38, 71, 8
39, 44, 2
39, 95, 15
39, 78, 7
39, 49, 17
40, 60, 10
40, 95, 17
41, 50, 10
41, 89, 9
41, 70, 9
42, 48, 11
42, 70, 11
44, 99, 4
45, 50, 6
46, 64, 19
47, 84, 2
47, 76, 1
48, 92, 18
48, 69, 15
49, 73, 14
49, 83, 3
50, 69, 19
51, 52, 19
51, 91, 19
51, 56, 16
52, 75, 8
52, 85, 13
53, 91, 2
54, 71, 19
54, 97, 11
55, 90, 4
56, 75, 9
56, 86, 2
57, 74, 8
58, 88, 10
58, 76, 12
58, 69, 5
58, 95, 12
60, 80, 13
60, 73, 19
60, 68, 7
60, 82, 9
62, 80, 14
62, 69, 15
62, 63, 6
62, 66, 4
63, 99, 8
63, 91, 14
63, 73, 14
65, 90, 7
66, 68, 20
67, 93, 3
67, 85, 5
68, 100, 5
68, 77, 6
69, 72, 16
70, 81, 20
70, 79, 12
71, 75, 4
71, 93, 16
71, 94, 12
72, 98, 20
72, 82, 2
72, 84, 9
72, 74, 3
73, 82, 20
74, 94, 6
75, 80, 1
75, 81, 12
77, 89, 14
79, 85, 18
80, 97, 14
80, 94, 10
81, 86, 9
82, 84, 20
84, 98, 1
85, 99, 8
89, 92, 19
89, 96, 4
