1, 47, 6
2, 24, 1
2, 31, 6
3, 91, 19
3, 5, 18
3, 20, 16
3, 59, 10
3, 6, 9
4, 32, 15
4, 77, 5
4, 85, 12
4, 12, 4
5, 46, 2
5, 66, 4
5, 57, 11
6, 22, 9
6, 26, 1
6, 13, 18
6, 82, 12
6, 76, 9
6, 70, 7
7, 32, 18
7, 46, 5
7, 87, 6
7, 99, 11
8, 17, 18
8, 97, 8
8, 71, 16
9, 14, 17
9, 59, 11
9, 15, 8
10, 53, 10
11, 91, 3
13, 47, 7
13, 74, 9
14, 43, 10
14, 23, 20
15, 43, 17
15, 40, 11
15, 83, 17
15, 36, 3
15, 60, 12
15, 42, 2
16, 58, 5
16, 47, 7
17, 82, 10
17, 81, 10
18, 56, 18
18, 66, 12
19, 93, 11
19, 72, 8
20, 88, 18
20, 64, 19
20, 98, 1
20, 46, 6
20, 44, 17
20, 67, 6
21, 96, 19
21, 29, 6
21, 53, 14
22, 69, 10
22, 43, 11
22, 40, 13
24, 35, 20
24, 51, 1
24, 67, 13
25, 26, 7
25, 28, 20
26, 43, 7
26, 99, 2
27, 89, 18
27, 51, 16
27, 94, 6
27, 38, 4
28, 71, 20
28, 61, 14
28, 39, 8
29, 68, 20
30, 40, 15
30, 51, 16
31, 51, 1
31, 37, 10
31, 50, 3
31, 93, 1
32, 63, 1
33, 90, 3
33, 77, 20
33, 83, 19
34, 65, 13
34, 36, 14
34, 46, 17
35, 74, 3
37, 64, 1
37, 55, 18
38, 70, 15
38, 75, 5
39, 94, 6
39, 66, 14
40, 93, 2
40, 72, 9
41, 61, 10
41, 43, 18
42, 78, 3
43, 94, 8
43, 54, 11
44, 57, 2
44, 49, 8
44, 94, 20
45, 96, 11
45, 68, 16
46, 92, 12
46, 77, 6
46, 72, 15
46, 66, 13
46, 54, 5
46, 79, 12
47, 75, 10
47, 93, 10
48, 54, 18
48, 69, 19
48, 90, 15
49, 95, 1
50, 95, 16
51, 66, 3
51, 72, 8
52, 89, 18
52, 79, 12
53, 67, 10
53, 73, 14
54, 84, 7
55, 90, 8
57, 72, 11
57, 67, 4
58, 72, 5
58, 78, 5
59, 85, 5
60, 64, 18
60, 66, 5
61, 81, 5
61, 71, 9
62, 98, 12
62, 71, 15
63, 87, 14
65, 89, 4
65, 78, 13
66, 97, 16
67, 83, 2
67, 80, 17
67, 77, 10
68, 76, 4
69, 81, 7
70, 80, 9
70, 78, 9
70, 71, 16
73, 95, 13
74, 78, 5
75, 85, 9
75, 76, 3
76, 85, 13
79, 90, 8
80, 90, 11
80, 100, 2
80, 95, 9
81, 88, 2
83, 97, 1
85, 99, 17
86, 96, 2
86, 97, 5
87, 90, 7
94, 99, 7
